fold,h,order,seasonal_order,mape_val,aicc,bic,lb_pvalue,RMSE,MAE,MAPE,sMAPE,RegionName
4,6,"(0, 2, 0)","(0, 0, 0, 12)",1.0872887937201128,1875.0094812932157,1877.8385244668082,0.0019524520620638316,5000.339640719169,3879.952425510846,1.021898338373709,1.030643899695449,"New York, NY"
4,12,"(0, 2, 0)","(0, 0, 0, 12)",1.0872887937201128,1875.0094812932157,1877.8385244668082,0.0019524520620638316,11151.19535748925,9292.291508561582,2.441926037404716,2.4856822985414264,"New York, NY"
5,3,"(0, 2, 0)","(0, 1, 0, 12)",0.7407251855460183,1840.2973579903282,1843.0547745451404,1.6110075366997224e-07,2587.8725343751853,2309.1644653172502,0.6076739134386233,0.6100008890069355,"New York, NY"
5,6,"(0, 2, 0)","(0, 1, 0, 12)",0.7407251855460183,1840.2973579903282,1843.0547745451404,1.6110075366997224e-07,4733.386868093359,4212.909003403863,1.1072177912618872,1.1150112959820992,"New York, NY"
5,12,"(0, 2, 0)","(0, 1, 0, 12)",0.7407251855460183,1840.2973579903282,1843.0547745451404,1.6110075366997224e-07,8651.328811212748,7658.210728756235,2.007418884363006,2.033458677284151,"New York, NY"
6,3,"(0, 2, 1)","(1, 0, 1, 12)",0.38216830550457764,1750.2846378596364,1761.1999701588702,0.000612177860086236,319.92843511877095,279.90650464526453,0.07352750043346261,0.07349366108569788,"New York, NY"
6,6,"(0, 2, 1)","(1, 0, 1, 12)",0.38216830550457764,1750.2846378596364,1761.1999701588702,0.000612177860086236,700.9239054113556,603.9314997943196,0.15860189801699234,0.15843343688527134,"New York, NY"
6,12,"(0, 2, 1)","(1, 0, 1, 12)",0.38216830550457764,1750.2846378596364,1761.1999701588702,0.000612177860086236,2182.4470212010515,1470.7681060706236,0.38227045516483,0.38368461239415563,"New York, NY"
7,3,"(0, 2, 1)","(1, 0, 1, 12)",1.0787766349725525,1790.4440894503946,1801.463226752545,0.0005160720457938146,503.25230826505316,482.39895452562877,0.12667135747600086,0.12658411680365617,"New York, NY"
7,6,"(0, 2, 1)","(1, 0, 1, 12)",1.0787766349725525,1790.4440894503946,1801.463226752545,0.0005160720457938146,825.4323666481588,662.0082925534807,0.17314662999115382,0.17328736997677258,"New York, NY"
7,12,"(0, 2, 1)","(1, 0, 1, 12)",1.0787766349725525,1790.4440894503946,1801.463226752545,0.0005160720457938146,5445.370542820089,3831.038984121153,0.9844033618489642,0.9941860596445828,"New York, NY"
8,3,"(0, 2, 2)","(1, 0, 0, 12)",2.0630541370966964,1801.6678976819576,1812.8502656996072,0.00052985953019214,1689.1865192967882,1511.6750356805085,0.3946777733808648,0.3956516489500128,"New York, NY"
8,6,"(0, 2, 2)","(1, 0, 0, 12)",2.0630541370966964,1801.6678976819576,1812.8502656996072,0.00052985953019214,3513.0411721125697,3030.063409948411,0.7862176003489757,0.7903827591433977,"New York, NY"
8,12,"(0, 2, 2)","(1, 0, 0, 12)",2.0630541370966964,1801.6678976819576,1812.8502656996072,0.00052985953019214,9084.341238932258,7526.628073416422,1.9168071774508317,1.9437578796128243,"New York, NY"
9,3,"(1, 1, 1)","(1, 0, 1, 12)",0.1522205248856971,1894.7604050387274,1908.7488827367656,0.00899772243199782,413.47243909778217,300.1778575614056,0.07757977853998133,0.07763506176962116,"New York, NY"
9,6,"(1, 1, 1)","(1, 0, 1, 12)",0.1522205248856971,1894.7604050387274,1908.7488827367656,0.00899772243199782,1758.1058264915437,1316.605687205835,0.3366227985184333,0.33763134560410196,"New York, NY"
9,12,"(1, 1, 1)","(1, 0, 1, 12)",0.1522205248856971,1894.7604050387274,1908.7488827367656,0.00899772243199782,4076.51129830565,3345.5797901889796,0.8413990126878093,0.8466525328350682,"New York, NY"
10,3,"(0, 2, 1)","(0, 0, 0, 12)",0.2658889804137888,2085.768317898299,2091.6538984886542,0.0003674084748531966,351.19399516021764,278.7978086005508,0.07105067543857142,0.07109068151971404,"New York, NY"
10,6,"(0, 2, 1)","(0, 0, 0, 12)",0.2658889804137888,2085.768317898299,2091.6538984886542,0.0003674084748531966,502.49998257066676,402.1137641512226,0.10187895897473978,0.10195916296097665,"New York, NY"
10,12,"(0, 2, 1)","(0, 0, 0, 12)",0.2658889804137888,2085.768317898299,2091.6538984886542,0.0003674084748531966,1116.6176152037265,819.754175004137,0.20288131066976875,0.20321856083785225,"New York, NY"
11,3,"(1, 2, 2)","(1, 0, 0, 12)",0.534420440538581,1912.2156901067556,1926.4437952672356,0.013819364781685353,1175.3729171356329,918.211486923295,0.23109285939638766,0.23065678775695606,"New York, NY"
11,6,"(1, 2, 2)","(1, 0, 0, 12)",0.534420440538581,1912.2156901067556,1926.4437952672356,0.013819364781685353,2258.843877136665,1941.3624291162898,0.48526639059778287,0.48368095321663174,"New York, NY"
11,12,"(1, 2, 2)","(1, 0, 0, 12)",0.534420440538581,1912.2156901067556,1926.4437952672356,0.013819364781685353,3034.4100030991235,2600.829958719269,0.6391220461552205,0.6363783977768851,"New York, NY"
12,3,"(1, 2, 2)","(1, 0, 0, 12)",1.5315700687638596,1952.616681677534,1966.9604811294248,0.01095859688220072,2288.906098778554,1924.9750997096223,0.47876265628765463,0.4803844013216923,"New York, NY"
12,6,"(1, 2, 2)","(1, 0, 0, 12)",1.5315700687638596,1952.616681677534,1966.9604811294248,0.01095859688220072,5604.115307513221,4695.9496087980415,1.1526679318431905,1.1621631540087016,"New York, NY"
12,12,"(1, 2, 2)","(1, 0, 0, 12)",1.5315700687638596,1952.616681677534,1966.9604811294248,0.01095859688220072,7863.543852231318,7145.078411954358,1.7360852174406156,1.754468812363261,"New York, NY"
13,3,"(2, 2, 0)","(1, 0, 1, 12)",0.13071036656246138,2032.694795221172,2047.1168615097263,3.833735353545386e-08,1581.1622248351034,1251.0005148293567,0.30526139657832513,0.304521185498235,"New York, NY"
13,6,"(2, 2, 0)","(1, 0, 1, 12)",0.13071036656246138,2032.694795221172,2047.1168615097263,3.833735353545386e-08,6273.011397012066,4802.190090005451,1.1655744973314106,1.1541372411363402,"New York, NY"
13,12,"(2, 2, 0)","(1, 0, 1, 12)",0.13071036656246138,2032.694795221172,2047.1168615097263,3.833735353545386e-08,16684.767182144617,13420.801045107606,3.2309645675520535,3.1527752303759384,"New York, NY"
14,3,"(2, 2, 2)","(0, 0, 0, 12)",0.1553240508804163,2170.6066027576176,2185.503216399744,0.000816014758117346,149.00941253790273,138.02633697504643,0.03348059313622194,0.03347406260252815,"New York, NY"
14,6,"(2, 2, 2)","(0, 0, 0, 12)",0.1553240508804163,2170.6066027576176,2185.503216399744,0.000816014758117346,418.21197023851045,317.7112777295212,0.07660541258974626,0.07664961227021738,"New York, NY"
14,12,"(2, 2, 2)","(0, 0, 0, 12)",0.1553240508804163,2170.6066027576176,2185.503216399744,0.000816014758117346,407.7164147921854,324.51410937964584,0.07791000829561667,0.07794757255245266,"New York, NY"
15,3,"(2, 2, 1)","(1, 0, 1, 12)",0.2657185844582474,2111.1119764736195,2128.6040087396723,5.1826806672819744e-05,184.88745375500116,170.10101914541642,0.04095651624670189,0.040953941041466824,"New York, NY"
15,6,"(2, 2, 1)","(1, 0, 1, 12)",0.2657185844582474,2111.1119764736195,2128.6040087396723,5.1826806672819744e-05,1402.9333662232762,1019.0694738148983,0.24454229789109722,0.24398128576647352,"New York, NY"
15,12,"(2, 2, 1)","(1, 0, 1, 12)",0.2657185844582474,2111.1119764736195,2128.6040087396723,5.1826806672819744e-05,2034.0472080566844,1726.4859845313233,0.41155376605236194,0.41038357309539514,"New York, NY"
16,3,"(0, 2, 0)","(0, 0, 0, 12)",1.1627123997740103,2397.563349532303,2400.6451986206616,0.00012086378376750291,941.4467680770628,846.8958276912259,0.20314601000355859,0.20289146495699653,"New York, NY"
16,6,"(0, 2, 0)","(0, 0, 0, 12)",1.1627123997740103,2397.563349532303,2400.6451986206616,0.00012086378376750291,1061.9496430422134,987.2453219420762,0.23622219218980325,0.23589976342038052,"New York, NY"
16,12,"(0, 2, 0)","(0, 0, 0, 12)",1.1627123997740103,2397.563349532303,2400.6451986206616,0.00012086378376750291,3452.0977848914804,2387.949549416017,0.557691314196834,0.5605935035193567,"New York, NY"
17,3,"(0, 2, 0)","(1, 0, 1, 12)",1.615488045901212,2278.2451865867156,2287.251042033614,8.835527086378017e-05,1073.8312209377602,898.1134247585433,0.21401721549418004,0.2143447939097857,"New York, NY"
17,6,"(0, 2, 0)","(1, 0, 1, 12)",1.615488045901212,2278.2451865867156,2287.251042033614,8.835527086378017e-05,2947.093946085186,2357.222547635727,0.556768252937274,0.5591911536768797,"New York, NY"
17,12,"(0, 2, 0)","(1, 0, 1, 12)",1.615488045901212,2278.2451865867156,2287.251042033614,8.835527086378017e-05,8605.94553396132,6991.283678335535,1.615282952985404,1.6351596085941975,"New York, NY"
18,3,"(1, 2, 2)","(1, 0, 0, 12)",0.07546005502776774,2209.0579721600916,2224.04535031405,0.0035830259063718817,1336.4070401288152,982.3688151907021,0.23097416454877182,0.23146803857989232,"New York, NY"
18,6,"(1, 2, 2)","(1, 0, 0, 12)",0.07546005502776774,2209.0579721600916,2224.04535031405,0.0035830259063718817,4108.167249146693,3260.571318911796,0.7565806349392951,0.7611327569515557,"New York, NY"
18,12,"(1, 2, 2)","(1, 0, 0, 12)",0.07546005502776774,2209.0579721600916,2224.04535031405,0.0035830259063718817,6083.669461729141,5408.163248506535,1.2395867974273813,1.249352466671925,"New York, NY"
19,3,"(0, 2, 0)","(1, 0, 1, 12)",0.18415659469241968,2374.5045836680742,2383.6286443500717,5.456264356342024e-05,448.2218761364791,435.4944109970238,0.10096513412424624,0.10101919036930465,"New York, NY"
19,6,"(0, 2, 0)","(1, 0, 1, 12)",0.18415659469241968,2374.5045836680742,2383.6286443500717,5.456264356342024e-05,1716.7957811840058,1219.8466005132068,0.2795428442831977,0.2788296749592701,"New York, NY"
19,12,"(0, 2, 0)","(1, 0, 1, 12)",0.18415659469241968,2374.5045836680742,2383.6286443500717,5.456264356342024e-05,6437.730401944827,4901.240243624076,1.1096559727445436,1.0992243734776288,"New York, NY"
20,3,"(0, 2, 0)","(0, 0, 0, 12)",0.557691314196834,2586.6328930479795,2589.7865708704408,4.5897198674538285e-05,2021.0087634904226,1724.7979054746295,0.39428595370203445,0.39322328290330444,"New York, NY"
20,6,"(0, 2, 0)","(0, 0, 0, 12)",0.557691314196834,2586.6328930479795,2589.7865708704408,4.5897198674538285e-05,4082.4534482112463,3543.1076303167306,0.8057853192364209,0.801510661431905,"New York, NY"
20,12,"(0, 2, 0)","(0, 0, 0, 12)",0.557691314196834,2586.6328930479795,2589.7865708704408,4.5897198674538285e-05,8410.809134923506,7246.923217164081,1.6319905101238426,1.6143524776683935,"New York, NY"
21,3,"(0, 2, 2)","(1, 0, 1, 12)",0.6196972875789443,2304.4673126056896,2319.6882684966245,1.6846013894567945e-05,1784.5868319852796,1529.0924244353857,0.34672767527921833,0.34754719273559626,"New York, NY"
21,6,"(0, 2, 2)","(1, 0, 1, 12)",0.6196972875789443,2304.4673126056896,2319.6882684966245,1.6846013894567945e-05,3079.4292632348943,2746.521826315904,0.6201189739081182,0.6225421182762639,"New York, NY"
21,12,"(0, 2, 2)","(1, 0, 1, 12)",0.6196972875789443,2304.4673126056896,2319.6882684966245,1.6846013894567945e-05,7863.09598076634,6399.859256499539,1.4226770046892367,1.4379938710482911,"New York, NY"
22,3,"(2, 2, 1)","(0, 0, 1, 12)",0.8700074701230999,2421.425924919013,2436.771583770931,2.240878567255632e-05,2224.7830534596906,1902.3704294522565,0.4286009018937669,0.42734948100042375,"New York, NY"
22,6,"(2, 2, 1)","(0, 0, 1, 12)",0.8700074701230999,2421.425924919013,2436.771583770931,2.240878567255632e-05,3641.1404610166865,3270.698877323846,0.7335512458737931,0.7302373711568078,"New York, NY"
22,12,"(2, 2, 1)","(0, 0, 1, 12)",0.8700074701230999,2421.425924919013,2436.771583770931,2.240878567255632e-05,3389.1676959921524,3147.987985627367,0.6978960041185897,0.6950745351495976,"New York, NY"
23,3,"(0, 2, 0)","(1, 0, 1, 12)",1.1096559727445436,2551.906805425463,2561.254241593377,2.190115039591829e-05,2403.756431315364,1960.4082748428143,0.43766643885051254,0.4391081928697789,"New York, NY"
23,6,"(0, 2, 0)","(1, 0, 1, 12)",1.1096559727445436,2551.906805425463,2561.254241593377,2.190115039591829e-05,5997.309206419808,4960.955907684683,1.0949091639037904,1.103703724981289,"New York, NY"
23,12,"(0, 2, 0)","(1, 0, 1, 12)",1.1096559727445436,2551.906805425463,2561.254241593377,2.190115039591829e-05,12693.045434760726,10845.684154026478,2.3455265529796874,2.3835547988769945,"New York, NY"
24,3,"(2, 2, 1)","(0, 0, 1, 12)",0.8093717562268942,2512.8316711966386,2528.361510526668,6.243073047294728e-16,1567.7197759129479,1409.7856591044304,0.3098802683066015,0.3092894993847809,"New York, NY"
24,6,"(2, 2, 1)","(0, 0, 1, 12)",0.8093717562268942,2512.8316711966386,2528.361510526668,6.243073047294728e-16,2313.6370174230533,2128.9423303329095,0.4630404389360817,0.4617839257511494,"New York, NY"
24,12,"(2, 2, 1)","(0, 0, 1, 12)",0.8093717562268942,2512.8316711966386,2528.361510526668,6.243073047294728e-16,5805.04769885094,4875.341612837733,1.04088688934767,1.0333435437163645,"New York, NY"
25,3,"(0, 2, 0)","(0, 0, 0, 12)",0.7695337844891043,2812.2773394371666,2815.5141094205933,1.3388589922611025e-05,758.8913159067913,751.7706445791409,0.162684721089661,0.16281961343739104,"New York, NY"
25,6,"(0, 2, 0)","(0, 0, 0, 12)",0.7695337844891043,2812.2773394371666,2815.5141094205933,1.3388589922611025e-05,900.3838178966237,780.218205631177,0.16762998433071152,0.16757870642759323,"New York, NY"
25,12,"(0, 2, 0)","(0, 0, 0, 12)",0.7695337844891043,2812.2773394371666,2815.5141094205933,1.3388589922611025e-05,2948.4495399311363,2339.7544804864788,0.49333514332336903,0.49149526591762266,"New York, NY"
26,3,"(0, 2, 1)","(1, 0, 1, 12)",0.404506062810099,2633.1792962094714,2645.7880690717684,4.115541392354427e-06,1579.7531697828124,1450.2832448004822,0.30980174778685043,0.3092344747363623,"New York, NY"
26,6,"(0, 2, 1)","(1, 0, 1, 12)",0.404506062810099,2633.1792962094714,2645.7880690717684,4.115541392354427e-06,2612.7515423302507,2381.978088151906,0.5053116437504762,0.5037856632474771,"New York, NY"
26,12,"(0, 2, 1)","(1, 0, 1, 12)",0.404506062810099,2633.1792962094714,2645.7880690717684,4.115541392354427e-06,3769.660807227095,3509.1082401393214,0.7347208677810093,0.7316347136848118,"New York, NY"
27,3,"(0, 2, 2)","(1, 0, 1, 12)",1.750698761187822,2569.739943772155,2585.5069302525076,3.06693026640348e-06,398.14935463970886,339.64903329176985,0.07174176564620971,0.0717770662289611,"New York, NY"
27,6,"(0, 2, 2)","(1, 0, 1, 12)",1.750698761187822,2569.739943772155,2585.5069302525076,3.06693026640348e-06,968.4444190256922,812.5155289101918,0.170309213924925,0.1705147790382117,"New York, NY"
27,12,"(0, 2, 2)","(1, 0, 1, 12)",1.750698761187822,2569.739943772155,2585.5069302525076,3.06693026640348e-06,3383.0920243340724,2654.638992406695,0.5454901095173007,0.5478979189028101,"New York, NY"
28,3,"(0, 2, 0)","(0, 0, 0, 12)",0.3318251122264328,2954.440033408561,2957.723536336422,6.313128199067809e-06,153.84515644475022,129.1276807205286,0.02699157264355858,0.026986402073171933,"New York, NY"
28,6,"(0, 2, 0)","(0, 0, 0, 12)",0.3318251122264328,2954.440033408561,2957.723536336422,6.313128199067809e-06,636.3809584622666,422.05397415649105,0.08714694741123324,0.0872277666672181,"New York, NY"
28,12,"(0, 2, 0)","(0, 0, 0, 12)",0.3318251122264328,2954.440033408561,2957.723536336422,6.313128199067809e-06,1290.5203617747752,984.3826387923473,0.20081678042705126,0.20115428318541884,"New York, NY"
29,3,"(1, 2, 0)","(1, 0, 1, 12)",0.13185046843020357,2760.9819656943682,2773.813927380499,4.680523672487553e-11,668.3648026490054,554.3572242444885,0.11424576893239172,0.11434062323723043,"New York, NY"
29,6,"(1, 2, 0)","(1, 0, 1, 12)",0.13185046843020357,2760.9819656943682,2773.813927380499,4.680523672487553e-11,918.8878081497951,829.4453112989044,0.16970947008413118,0.16988619056837564,"New York, NY"
29,12,"(1, 2, 0)","(1, 0, 1, 12)",0.13185046843020357,2760.9819656943682,2773.813927380499,4.680523672487553e-11,2426.426293420524,1856.850377205473,0.374857264796522,0.3738467933926404,"New York, NY"
30,3,"(1, 2, 2)","(1, 0, 0, 12)",0.07535617240220041,2726.156788212006,2742.227668357766,0.0005003693022444237,255.728528375291,246.39685657115965,0.050233623879930966,0.05024722543787026,"New York, NY"
30,6,"(1, 2, 2)","(1, 0, 0, 12)",0.07535617240220041,2726.156788212006,2742.227668357766,0.0005003693022444237,1622.8396568749017,1140.195704391682,0.23064759923767023,0.2301252045543563,"New York, NY"
30,12,"(1, 2, 2)","(1, 0, 0, 12)",0.07535617240220041,2726.156788212006,2742.227668357766,0.0005003693022444237,3641.1971960228148,3001.630808269256,0.6006700415190912,0.5980439784918806,"New York, NY"
31,3,"(2, 2, 1)","(1, 0, 0, 12)",0.1347849440829061,2832.839774977656,2848.9659385488817,3.2338858013705787e-06,1365.4795990574619,1233.2346966836874,0.24924106106630306,0.24886120432773381,"New York, NY"
31,6,"(2, 2, 1)","(1, 0, 0, 12)",0.1347849440829061,2832.839774977656,2848.9659385488817,3.2338858013705787e-06,1706.618616589883,1593.0251235407097,0.32079603454127925,0.32020686229654804,"New York, NY"
31,12,"(2, 2, 1)","(1, 0, 0, 12)",0.1347849440829061,2832.839774977656,2848.9659385488817,3.2338858013705787e-06,1712.1136206448973,1453.3593836474222,0.29036036419376066,0.2897782623304076,"New York, NY"
32,3,"(0, 2, 2)","(0, 0, 0, 12)",0.14237671495524212,2998.9542961809047,3008.8966630341633,1.1350813869635031e-06,1826.3651099078718,1531.4167081768392,0.3069145066865321,0.3075847796094433,"New York, NY"
32,6,"(0, 2, 2)","(0, 0, 0, 12)",0.14237671495524212,2998.9542961809047,3008.8966630341633,1.1350813869635031e-06,3951.349630510931,3386.8194582426804,0.6738740162640019,0.6769712310406982,"New York, NY"
32,12,"(0, 2, 2)","(0, 0, 0, 12)",0.14237671495524212,2998.9542961809047,3008.8966630341633,1.1350813869635031e-06,4788.122498321312,4426.095053100992,0.8764922364352489,0.8810040348725012,"New York, NY"
33,3,"(0, 2, 0)","(0, 0, 0, 12)",0.26864779083249407,3169.817131666783,3173.1739768947436,1.7749276914704494e-06,690.2624013833655,560.4092042365615,0.11113054430756913,0.11104145313402763,"New York, NY"
33,6,"(0, 2, 0)","(0, 0, 0, 12)",0.26864779083249407,3169.817131666783,3173.1739768947436,1.7749276914704494e-06,3232.6960292913272,2397.686917352626,0.47416683136498033,0.4721372800757929,"New York, NY"
33,12,"(0, 2, 0)","(0, 0, 0, 12)",0.26864779083249407,3169.817131666783,3173.1739768947436,1.7749276914704494e-06,6750.194180874357,5682.941781508333,1.1160462926211103,1.1073477351233847,"New York, NY"
34,3,"(0, 2, 2)","(1, 0, 0, 12)",0.12907355292992798,2928.2147351281665,2941.3805556497364,4.821284089848743e-07,1737.9245226309881,1431.3977854671732,0.28296343290225223,0.2823746681567463,"New York, NY"
34,6,"(0, 2, 2)","(1, 0, 0, 12)",0.12907355292992798,2928.2147351281665,2941.3805556497364,4.821284089848743e-07,3142.7666170606703,2759.310646596374,0.5445257256985545,0.5426106107891092,"New York, NY"
34,12,"(0, 2, 2)","(1, 0, 0, 12)",0.12907355292992798,2928.2147351281665,2941.3805556497364,4.821284089848743e-07,2452.4654707072873,1975.014469324616,0.3879767507764384,0.3868792890930511,"New York, NY"
35,3,"(0, 2, 2)","(1, 0, 1, 12)",0.1737964089577632,2926.019540293936,2942.433258089703,3.12093540471753e-07,3376.339104358176,2837.2426486835852,0.5587637119021334,0.5609812418829452,"New York, NY"
35,6,"(0, 2, 2)","(1, 0, 1, 12)",0.1737964089577632,2926.019540293936,2942.433258089703,3.12093540471753e-07,9147.99985837922,7488.72383114389,1.4606216223360358,1.4766671341174633,"New York, NY"
35,12,"(0, 2, 2)","(1, 0, 1, 12)",0.1737964089577632,2926.019540293936,2942.433258089703,3.12093540471753e-07,17724.338535737144,15367.441837209975,2.9666102522547004,3.0261960394483065,"New York, NY"
36,3,"(2, 2, 2)","(1, 0, 1, 12)",0.8313217563857525,2954.4232446283227,2977.3771606535643,0.00012508545654882152,2274.927817346927,2025.1121387119056,0.393669827450115,0.3946479424378806,"New York, NY"
36,6,"(2, 2, 2)","(1, 0, 1, 12)",0.8313217563857525,2954.4232446283227,2977.3771606535643,0.00012508545654882152,3682.7518081603152,3346.6432773877846,0.6459772325447044,0.6485074812483054,"New York, NY"
36,12,"(2, 2, 2)","(1, 0, 1, 12)",0.8313217563857525,2954.4232446283227,2977.3771606535643,0.00012508545654882152,4629.970199163118,3503.2182634492056,0.6672558597543368,0.6711101434143264,"New York, NY"
37,3,"(2, 2, 2)","(0, 0, 0, 12)",1.0072405508517583,3167.5589539722882,3184.3949623019826,1.037944634559585e-05,1153.234536271712,766.860410720595,0.14738729678135656,0.1471487632412096,"New York, NY"
37,6,"(2, 2, 2)","(0, 0, 0, 12)",1.0072405508517583,3167.5589539722882,3184.3949623019826,1.037944634559585e-05,5316.208285334794,4019.594064293274,0.7733003482373203,0.7681119531998938,"New York, NY"
37,12,"(2, 2, 2)","(0, 0, 0, 12)",1.0072405508517583,3167.5589539722882,3184.3949623019826,1.037944634559585e-05,6256.88184273092,5012.7224008576695,0.9398254468110016,0.9395259039813972,"New York, NY"
38,3,"(1, 2, 2)","(1, 0, 1, 12)",0.38288784285425076,3038.585605409269,3058.494945477649,6.4546709528371e-05,2653.1580900280155,1942.5740373043227,0.3734130519081031,0.37471749262257187,"New York, NY"
38,6,"(1, 2, 2)","(1, 0, 1, 12)",0.38288784285425076,3038.585605409269,3058.494945477649,6.4546709528371e-05,13112.956614838617,9597.216872175535,1.8084222751498111,1.8392868054362386,"New York, NY"
38,12,"(1, 2, 2)","(1, 0, 1, 12)",0.38288784285425076,3038.585605409269,3058.494945477649,6.4546709528371e-05,39513.92585836889,31157.955613474245,5.613566473999756,5.875511925155902,"New York, NY"
39,3,"(0, 2, 0)","(1, 0, 1, 12)",2.0358266648172543,3274.4669807544624,3284.572008608234,3.271071382552703e-07,7293.148299520076,6339.844526617419,1.1896719094759944,1.1990655373898678,"New York, NY"
39,6,"(0, 2, 0)","(1, 0, 1, 12)",2.0358266648172543,3274.4669807544624,3284.572008608234,3.271071382552703e-07,15565.301051256754,13373.19277942948,2.451540157259942,2.492552555605662,"New York, NY"
39,12,"(0, 2, 0)","(1, 0, 1, 12)",2.0358266648172543,3274.4669807544624,3284.572008608234,3.271071382552703e-07,28529.2851022979,25184.962089594905,4.455264761014654,4.58469555546322,"New York, NY"
40,3,"(0, 2, 2)","(0, 0, 0, 12)",0.46622662528108233,3366.3117717283026,3376.588833355481,9.008512579433595e-08,1876.4960657318406,1700.4205402806012,0.30865744997278144,0.3080820200907407,"New York, NY"
40,6,"(0, 2, 2)","(0, 0, 0, 12)",0.46622662528108233,3366.3117717283026,3376.588833355481,9.008512579433595e-08,4228.393387420352,3603.433921426942,0.6396812040581473,0.636911141065666,"New York, NY"
40,12,"(0, 2, 2)","(0, 0, 0, 12)",0.46622662528108233,3366.3117717283026,3376.588833355481,9.008512579433595e-08,16577.52552903351,12685.509211988217,2.185054708005513,2.1456383573129556,"New York, NY"
41,3,"(1, 2, 0)","(0, 1, 1, 12)",1.0039589358219037,3282.401807439241,3292.4272242522516,9.863609400705334e-20,2052.5191735043913,1734.3040232393735,0.3048369692299894,0.3054860741562107,"New York, NY"
41,6,"(1, 2, 0)","(0, 1, 1, 12)",1.0039589358219037,3282.401807439241,3292.4272242522516,9.863609400705334e-20,3517.173754898596,3056.3958695877423,0.531373306545699,0.5332433891740161,"New York, NY"
41,12,"(1, 2, 0)","(0, 1, 1, 12)",1.0039589358219037,3282.401807439241,3292.4272242522516,9.863609400705334e-20,8310.617795825474,6336.674997862884,1.0710213517394918,1.0632975096884065,"New York, NY"
42,3,"(0, 2, 0)","(1, 0, 1, 12)",3.4267882473341094,3431.6006457988815,3441.8287253767276,1.76398208296845e-07,4514.845579752088,3751.455286599657,0.6477311862508762,0.6447136287081643,"New York, NY"
42,6,"(0, 2, 0)","(1, 0, 1, 12)",3.4267882473341094,3431.6006457988815,3441.8287253767276,1.76398208296845e-07,8651.012646841446,7534.358132692694,1.2891977329065307,1.2783822386700014,"New York, NY"
42,12,"(0, 2, 0)","(1, 0, 1, 12)",3.4267882473341094,3431.6006457988815,3441.8287253767276,1.76398208296845e-07,10234.504090004115,9473.798705029776,1.5850418887413718,1.5705301566899545,"New York, NY"
43,3,"(0, 2, 2)","(1, 0, 0, 12)",0.9853180319238698,3382.4052605536695,3396.0796681840166,2.3300476855385092e-08,4167.669020517423,3607.7467947547557,0.6138950793206204,0.6164130985162277,"New York, NY"
43,6,"(0, 2, 2)","(1, 0, 0, 12)",0.9853180319238698,3382.4052605536695,3396.0796681840166,2.3300476855385092e-08,10171.292906767156,8454.952582217365,1.4145473098039345,1.4290648102960597,"New York, NY"
43,12,"(0, 2, 2)","(1, 0, 0, 12)",0.9853180319238698,3382.4052605536695,3396.0796681840166,2.3300476855385092e-08,23921.97405957335,20196.17739192762,3.2649018872555184,3.3405808002540125,"New York, NY"
44,3,"(0, 2, 0)","(0, 1, 0, 12)",1.6495067735021938,3716.669707965922,3720.121768107057,5.895620526239696e-16,2536.059855531761,2002.552914188748,0.33225096334825843,0.3331340486858894,"New York, NY"
44,6,"(0, 2, 0)","(0, 1, 0, 12)",1.6495067735021938,3716.669707965922,3720.121768107057,5.895620526239696e-16,8132.066341466459,6426.585118016422,1.0413598707667948,1.0500376462332468,"New York, NY"
44,12,"(0, 2, 0)","(0, 1, 0, 12)",1.6495067735021938,3716.669707965922,3720.121768107057,5.895620526239696e-16,11125.218912308876,9674.949078440803,1.5520957571171268,1.568102495525456,"New York, NY"
45,3,"(2, 2, 1)","(1, 1, 1, 12)",0.5959336692762403,3453.3665292412743,3473.577519668743,7.168089424967081e-11,525.0013497870535,509.113912984496,0.08220533466052307,0.08216948093412428,"New York, NY"
45,6,"(2, 2, 1)","(1, 1, 1, 12)",0.5959336692762403,3453.3665292412743,3473.577519668743,7.168089424967081e-11,6376.308275502802,3883.993814968271,0.6191436242675125,0.6140326800349667,"New York, NY"
45,12,"(2, 2, 1)","(1, 1, 1, 12)",0.5959336692762403,3453.3665292412743,3473.577519668743,7.168089424967081e-11,40242.97582035888,28536.97025227863,4.597391644686066,4.397091727842184,"New York, NY"
46,3,"(2, 2, 2)","(1, 1, 0, 12)",1.3056495614211487,3491.1213284617916,3511.415142960749,1.9053384434762964e-25,8576.41032407342,6823.115149480174,1.0867171527230899,1.0774676420272669,"New York, NY"
46,6,"(2, 2, 2)","(1, 1, 0, 12)",1.3056495614211487,3491.1213284617916,3511.415142960749,1.9053384434762964e-25,25608.291507862465,20473.435581707145,3.2853991718817728,3.2031375382471876,"New York, NY"
46,12,"(2, 2, 2)","(1, 1, 0, 12)",1.3056495614211487,3491.1213284617916,3511.415142960749,1.9053384434762964e-25,55547.38646779544,46930.90159855108,7.53555740144355,7.159844644283613,"New York, NY"
47,3,"(0, 2, 1)","(0, 1, 0, 12)",0.3867154458628739,3849.3933470527345,3856.3493518459168,7.93096354752216e-20,1291.8353708844177,1072.428971005138,0.17251990444618936,0.17230405507699342,"New York, NY"
